name,amenity,library_id,operator_type,operator,street,housenumber,postcode,city,country,opening_hours,wheelchair_accessible,toilets_wheelchair,level,internet_access,isil_code,email,phone,contact_phone,website,contact_website,final_email,final_phone,website_url,longitude,latitude,geometry,district,neighbourhood,neighbourhood_id,district_id
Staatsbibliothek zu Berlin,library,9261463,public,Stiftung Preußischer Kulturbesitz,Potsdamer Straße,33,10785,Berlin,DE,Mo-Sa 08:00-22:00; Su 10:00-18:00,limited,,,wlan,DE-1a,,,+49 30 266433888,,http://staatsbibliothek-berlin.de/,info@sbb.spk-berlin.de,+49 30 266433888,http://staatsbibliothek-berlin.de/,13.370596473551519,52.5071567148946,"POLYGON ((13.3692037 52.5063844, 13.3690201 52.5064012, 13.3690358 52.5064983, 13.3690644 52.5066945, 13.3690806 52.5067227, 13.3692636 52.506684, 13.3692639 52.5066735, 13.3694979 52.5066605, 13.3695334 52.5068929, 13.3695665 52.5068918, 13.3695711 52.5069288, 13.3695757 52.5069665, 13.3693135 52.5070283, 13.3693903 52.5072321, 13.3695465 52.5072547, 13.369561 52.5072422, 13.3697393 52.5072275, 13.3697387 52.5072143, 13.3698608 52.5072138, 13.3700268 52.5072131, 13.3702733 52.5076375, 13.3703818 52.5076312, 13.3704616 52.5076266, 13.3704903 52.5076466, 13.3704148 52.5076874, 13.3703762 52.5077083, 13.370444 52.5077548, 13.3705269 52.5078116, 13.3705655 52.5077907, 13.370641 52.5077499, 13.3706639 52.5077671, 13.3706378 52.507782, 13.3707958 52.5078904, 13.37081 52.5079006, 13.3708206 52.5079082, 13.3708608 52.5078913, 13.37096 52.5078571, 13.3713065 52.5082243, 13.3712966 52.508292, 13.3712558 52.5085829, 13.3713216 52.5085838, 13.3715314 52.5086363, 13.3715479 52.5086098, 13.3715931 52.5085418, 13.3715339 52.5085272, 13.371534 52.5084239, 13.3715341 52.5083475, 13.3715341 52.5082889, 13.3715344 52.5080808, 13.3715409 52.507515, 13.3716176 52.5074857, 13.3712163 52.5066182, 13.3712944 52.5065998, 13.371279 52.506567, 13.3712611 52.5065701, 13.3711531 52.5063336, 13.3706808 52.5064012, 13.3706113 52.5064108, 13.3705558 52.5064185, 13.3702831 52.5064354, 13.3702407 52.506438, 13.369763 52.5064645, 13.369749 52.5063762, 13.3694563 52.5063934, 13.3694571 52.5063988, 13.3693265 52.5064082, 13.3693259 52.5064062, 13.3693166 52.5063721, 13.3692037 52.5063844), (13.3694843 52.5065695, 13.3692427 52.5065819, 13.3692311 52.5064986, 13.369471 52.5064863, 13.3694843 52.5065695), (13.3709424 52.5065743, 13.3707714 52.5066082, 13.3707338 52.506532, 13.3709121 52.5065039, 13.3709424 52.5065743), (13.3703096 52.5068939, 13.3701193 52.5069047, 13.3701177 52.506893, 13.3700738 52.5066213, 13.3702665 52.5066109, 13.3703096 52.5068939), (13.371153 52.5077882, 13.3710661 52.5076954, 13.3711587 52.5076651, 13.3711729 52.5076604, 13.3712238 52.5077044, 13.3712607 52.5076985, 13.3713012 52.5077904, 13.3712057 52.5078208, 13.3711717 52.5077817, 13.371153 52.5077882))",Mitte,Tiergarten,0104,11001001
Haus O / Bibliothek,library,14584232,university,Universitätsbibliothek der Freien Universität Berlin,Malteserstraße,74-100,12249,Berlin,DE,,yes,,,,DE-188-835,,,,,,,,,13.357348997813515,52.42646405820851,"POLYGON ((13.3576185 52.4264169, 13.3576253 52.4264019, 13.357642 52.4263673, 13.3576575 52.4263348, 13.3576718 52.4263057, 13.3576097 52.4262945, 13.3575968 52.4262923, 13.3575664 52.4262868, 13.3575337 52.4262808, 13.3575168 52.4262779, 13.3574778 52.4262709, 13.3574624 52.4263028, 13.3574472 52.4263347, 13.3574323 52.4263657, 13.3574188 52.4263937, 13.3570692 52.4263307, 13.3569691 52.4265378, 13.3575514 52.4266425, 13.3576515 52.4264353, 13.3576352 52.4264324, 13.3576131 52.4264283, 13.3576185 52.4264169))",Steglitz-Zehlendorf,Lankwitz,0603,11006006
Berliner Stadtbibliothek,library,18475778,public,Stiftung Zentral- und Landesbibliothek Berlin,Breite Straße,30-36,10178,Berlin,DE,Sa 10:00-19:00; Mo-Fr 10:00-21:00,yes,yes,,terminal,DE-109,,,,,https://www.zlb.de/standorte/berliner-stadtbibliothek/,,,https://www.zlb.de/standorte/berliner-stadtbibliothek/,13.404378736457543,52.515717577472785,"POLYGON ((13.4043805 52.5154511, 13.4042293 52.515374, 13.4040483 52.5155066, 13.4038658 52.5156408, 13.4040412 52.515729, 13.4039669 52.5157847, 13.4044942 52.5160496, 13.4048882 52.5157127, 13.4048345 52.5156867, 13.4048402 52.5156811, 13.4043977 52.5154608, 13.4043805 52.5154511), (13.4043274 52.5155138, 13.4044594 52.5155825, 13.4042344 52.5157434, 13.4041081 52.5156793, 13.4043274 52.5155138))",Mitte,Mitte,0101,11001001
Stadtteilbibliothek Reinickendorf West,library,12183522,,,Auguste-Viktoria-Allee,29-31,13403,Berlin,DE,"Tu,Th 13:00-18:00",,,,,none,,,,,,,,,13.315554540565973,52.57140979307531,"POLYGON ((13.3154144 52.5715554, 13.3155148 52.571542, 13.3155101 52.571529, 13.3157751 52.5714936, 13.3157602 52.5714523, 13.3156912 52.5712616, 13.3155048 52.5712865, 13.3155316 52.5713607, 13.3154518 52.5713714, 13.3154253 52.571298, 13.3153261 52.5713112, 13.3154144 52.5715554))",Reinickendorf,Reinickendorf,1201,11012012
Amerika-Gedenkbibliothek,library,16112544,public,Stiftung Zentral- und Landesbibliothek Berlin,Blücherplatz,1,10961,Berlin,DE,Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-17:00; PH off,yes,yes,,wlan,DE-109,info@zlb.de,,+49 30 90226 401,,http://zlb.de/,info@zlb.de,+49 30 90226 401,http://zlb.de/,13.39256543591177,52.4965650092248,"POLYGON ((13.3925348 52.4967515, 13.3926776 52.4967715, 13.3930885 52.4968381, 13.3931363 52.4967398, 13.3931488 52.4967126, 13.3932616 52.4967313, 13.3933725 52.4964832, 13.3933418 52.4964781, 13.3933039 52.4964718, 13.3932866 52.4964692, 13.3930291 52.496426, 13.3930123 52.4964635, 13.3929819 52.4964594, 13.3925033 52.4963942, 13.3921566 52.4963633, 13.391802 52.4963459, 13.3917851 52.4965287, 13.3916565 52.4965234, 13.3916484 52.4966057, 13.3920899 52.4966324, 13.3923332 52.4966549, 13.3924169 52.4966642, 13.3924579 52.4966687, 13.3924364 52.4967363, 13.3924348 52.4967415, 13.3925348 52.4967515))",Friedrichshain-Kreuzberg,Kreuzberg,0202,11002002
Humboldt-Bibliothek,library,22495442,,,Karolinenstraße,19,13507,Berlin,DE,Mo-Fr 11:00-19:00; Sa 11:00-16:00,yes,,,wlan,DE-B714,,,,,,,,,13.280595625313623,52.59193164925993,"POLYGON ((13.2799443 52.5918845, 13.2805437 52.5920242, 13.2811521 52.5921643, 13.2812625 52.5919888, 13.2805037 52.5918125, 13.2805203 52.5917896, 13.2801966 52.5917233, 13.2801868 52.5917389, 13.2800527 52.5917077, 13.2799443 52.5918845))",Reinickendorf,Tegel,1202,11012012
Theodor-Heuss-Bibliothek,library,23462698,,,Hauptstraße,40,10827,Berlin,DE,Mo-Sa 10:00-19:00,yes,yes,,wlan,DE-B704,,,+49 30 902774574,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/mittelpunktbibliothek-schoeneberg/,,+49 30 902774574,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/mittelpunktbibliothek-schoeneberg/,13.350551501733442,52.48404498313563,"POLYGON ((13.3506768 52.4842392, 13.3501353 52.4839742, 13.350165 52.4839516, 13.3501601 52.4839496, 13.3502174 52.483906, 13.3502506 52.4838813, 13.3502796 52.4838957, 13.3503139 52.4838685, 13.3506382 52.4840271, 13.3506033 52.4840536, 13.350636 52.4840698, 13.3507715 52.483967, 13.3507855 52.4839737, 13.3508279 52.4839385, 13.3508994 52.4839737, 13.3509504 52.4839987, 13.3509056 52.4840329, 13.350931 52.4840452, 13.3507487 52.4841843, 13.3506768 52.4842392))",Tempelhof-Schöneberg,Schöneberg,0701,11007007
Dietrich-Bonhoeffer-Bibliothek,library,24027160,public,,Brandenburgische Straße,2,10713,Berlin,DE,Mo-Fr 12:00-19:00; Sa 11:00-16:00,yes,,,wlan,,,,+49 30 902915900;+49 30 902915900907,,https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/weiterbildung-und-kultur/bibliotheken/dietrichbonhoefferbibliothek-201474.php,,+49 30 902915900;+49 30 902915900907,https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/weiterbildung-und-kultur/bibliotheken/dietrichbonhoefferbibliothek-201474.php,13.320034358938749,52.48717374006699,"POLYGON ((13.3198757 52.4873589, 13.3198884 52.4870496, 13.3198896 52.4870197, 13.3198906 52.4869952, 13.3199971 52.4869369, 13.3200149 52.4869484, 13.3200406 52.486965, 13.3201486 52.4870349, 13.3201509 52.4870363, 13.3201815 52.4870402, 13.3201767 52.487061, 13.3202033 52.4870632, 13.3201925 52.4873607, 13.3201009 52.4873595, 13.3201004 52.4873619, 13.320082 52.4873622, 13.3198993 52.4873586, 13.3198757 52.4873589))",Charlottenburg-Wilmersdorf,Wilmersdorf,0402,11004004
Bezirkszentralbibliothek Friedrichshain-Kreuzberg Pablo Neruda,library,24035294,,,Frankfurter Allee,14a,10247,Berlin,DE,"Mo-Sa 10:00-19:00, Fr 17:00-19:00 ""servicefrei"", Sa 15:00-19:00 ""servicefrei""; Su,PH off",yes,yes,,wlan,DE-B458,info-stadtbibliothek@ba-fk.berlin.de,+4930902985750,,,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/bezirkszentralbibliothek-pablo-neruda/,info-stadtbibliothek@ba-fk.berlin.de,+4930902985750,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/bezirkszentralbibliothek-pablo-neruda/,13.457082265333252,52.51455735228547,"POLYGON ((13.4565796 52.5146503, 13.4565559 52.5145521, 13.4575241 52.5144529, 13.4575493 52.5145498, 13.4574272 52.5145636, 13.4574423 52.5146181, 13.4572524 52.5146371, 13.4572226 52.51464, 13.4572079 52.5145862, 13.4571638 52.5145915, 13.4565796 52.5146503))",Friedrichshain-Kreuzberg,Friedrichshain,0201,11002002
Stadtteilbibliothek Reinickendorf Ost,library,24725699,,,Stargardtstraße,11;13,13407,Berlin,DE,"Mo,Fr 13:00-18:00; Tu-Th,Sa,Su off",yes,yes,,wlan,,,,+49 30 451988980,,https://www.berlin.de/stadtbibliothek-reinickendorf/bibliotheken/bibliothek-am-schaefersee/artikel.336756.php,,+49 30 451988980,https://www.berlin.de/stadtbibliothek-reinickendorf/bibliotheken/bibliothek-am-schaefersee/artikel.336756.php,13.359640975302478,52.56582648063021,"POLYGON ((13.3601317 52.5659917, 13.3601742 52.5658942, 13.359847 52.5658414, 13.3599101 52.5657072, 13.3597784 52.5656851, 13.3597456 52.5657595, 13.3591456 52.5656625, 13.3590978 52.5657739, 13.3594338 52.5658301, 13.3594319 52.5658335, 13.3594424 52.5658357, 13.3594258 52.5658747, 13.3594281 52.5658751, 13.3594336 52.565876, 13.3594364 52.5658734, 13.3595255 52.5658871, 13.3595238 52.565891, 13.3596094 52.5659049, 13.3595742 52.5659867, 13.3596772 52.5660042, 13.3597193 52.565923, 13.3601317 52.5659917))",Reinickendorf,Reinickendorf,1201,11012012
"Stadtbibliothek ""Heinrich von Kleist""",library,25041070,,,Havemannstraße,17B,12689,Berlin,DE,"Mo,Tu 13:00-18:00; We,Fr 09:00-14:00; Th 13:00-19:00",,,,,,bibl.service@ba-mh.berlin.de,+49 30 9339380,,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-heinrich-von-kleist/,,bibl.service@ba-mh.berlin.de,+49 30 9339380,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-heinrich-von-kleist/,13.573968940466864,52.568276926505895,"POLYGON ((13.5738932 52.5683629, 13.5739098 52.5683817, 13.5739389 52.5683722, 13.5739526 52.5683876, 13.5741473 52.5683239, 13.5739997 52.5681572, 13.573808 52.5682199, 13.5738513 52.5682688, 13.5738217 52.5682784, 13.5738932 52.5683629))",Marzahn-Hellersdorf,Marzahn,1001,11010010
Stadtteilbibliothek Marienfelde,library,30087814,,,Marienfelder Allee,107,12277,Berlin,DE,"Mo,Fr 10:00-15:00; Tu,Th 12:00-18:00",,,,,,,+49 30 902774144,,,,,+49 30 902774144,,13.366687066851284,52.416806523454206,"POLYGON ((13.366628 52.4166559, 13.366717 52.4167694, 13.3667233 52.4167676, 13.3667348 52.4167823, 13.3669792 52.4167141, 13.3670327 52.4167811, 13.3667977 52.4168492, 13.3668397 52.4169004, 13.3668374 52.4169011, 13.3666218 52.4169635, 13.3665819 52.4169117, 13.3665474 52.4169214, 13.3665266 52.416894, 13.3664944 52.4168516, 13.366529 52.4168418, 13.3664296 52.416713, 13.366628 52.4166559))",Tempelhof-Schöneberg,Marienfelde,0705,11007007
FU Institut für Soziologie,library,31046932,university,Universitätsbibliothek der Freien Universität Berlin,Garystraße,,14195,Berlin,Germany,,yes,,,,,,,,,,,,,13.276160893557384,52.44914003660962,"POLYGON ((13.2765306 52.4494045, 13.276303 52.4493087, 13.2761811 52.449257, 13.2760657 52.4492077, 13.2759071 52.4491408, 13.2759241 52.4491241, 13.2757869 52.4490689, 13.2759333 52.4489454, 13.2759925 52.4489733, 13.2760186 52.4489541, 13.2761199 52.4489856, 13.2762144 52.4490257, 13.2764892 52.449218, 13.2763909 52.4493092, 13.2765591 52.4493821, 13.2765306 52.4494045))",Steglitz-Zehlendorf,Dahlem,0605,11006006
Haus B Bibliothek Campus Treskowallee,library,37588849,,,Treskowallee,8,10318,Berlin,DE,,limited,no,,,,,,+49 30 50190,,http://www.htw-berlin.de,,+49 30 50190,http://www.htw-berlin.de,13.526186353539533,52.49267882126879,"POLYGON ((13.5261738 52.4925043, 13.5262443 52.492521, 13.526237 52.4925324, 13.5263672 52.4925633, 13.5263347 52.4926142, 13.5263622 52.4926208, 13.5262313 52.4928253, 13.5261902 52.4928156, 13.5261745 52.4928401, 13.5260404 52.4928083, 13.5260473 52.4927976, 13.5259891 52.4927838, 13.5261245 52.4925722, 13.5261478 52.4925358, 13.5261529 52.492537, 13.5261738 52.4925043))",Lichtenberg,Karlshorst,1102,11011011
Mittelpunktbibliothek Adalbertstraße,library,37739166,,,Adalbertstraße,2,10999,Berlin,DE,Mo-Th 11:00-19:00; Fr 11:00-17:00; Sa 11:00-16:00,yes,yes,,yes,,,,,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/mittelpunktbibliothek-wilhelm-liebknecht-namik-kemal/,,,,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/mittelpunktbibliothek-wilhelm-liebknecht-namik-kemal/,13.418501164964695,52.4998309349822,"POLYGON ((13.4185093 52.4996971, 13.4183359 52.4997425, 13.4184743 52.4999363, 13.4184944 52.4999651, 13.4186655 52.4999202, 13.4185093 52.4996971))",Friedrichshain-Kreuzberg,Kreuzberg,0202,11002002
Stadtteilbibliothek Lankwitz,library,37975301,,,Bruchwitzstraße,37,12247,Berlin,DE,"Mo,Tu,Th,Fr 11:00-19:00; We 11:00-16:00",no,no,,,,,,,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/stadtteilbibliothek-lankwitz,,,,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/stadtteilbibliothek-lankwitz,13.35062169665688,52.43607382640327,"POLYGON ((13.3508094 52.435916, 13.3508549 52.4359493, 13.3509328 52.4360024, 13.3507582 52.4360982, 13.3507376 52.4360841, 13.3504712 52.4362282, 13.3503193 52.4361238, 13.3505033 52.4360242, 13.3505608 52.4360637, 13.350643 52.4360192, 13.3506323 52.4360118, 13.3508094 52.435916))",Steglitz-Zehlendorf,Lankwitz,0603,11006006
Archiv der Max-Planck-Gesellschaft,library,38358625,,,Boltzmannstraße,14,14195,Berlin,DE,,,,,,DE-B1518,,,,,,,,,13.27789327862625,52.44681019915572,"POLYGON ((13.2776815 52.4469778, 13.2775614 52.446869, 13.2775489 52.4468577, 13.2778005 52.4467567, 13.2778012 52.4467527, 13.2778028 52.4467489, 13.2778055 52.4467454, 13.2778093 52.4467421, 13.2778139 52.4467394, 13.2778193 52.4467372, 13.2778253 52.4467357, 13.2778316 52.4467348, 13.277838 52.4467347, 13.2778443 52.4467354, 13.2778503 52.4467364, 13.2781014 52.446637, 13.278159 52.4466892, 13.2782319 52.4467552, 13.2780032 52.4468487, 13.2780261 52.4468542, 13.278029 52.4468714, 13.2780102 52.4468873, 13.2779596 52.4469066, 13.2779336 52.4469095, 13.2779096 52.4469052, 13.2779034 52.44689, 13.2776815 52.4469778))",Steglitz-Zehlendorf,Dahlem,0605,11006006
Zweigbibliothek Campus Nord,library,43041469,university,Universitätsbibliothek der Humboldt-Universität zu Berlin,Hessische Straße,1-2,10115,Berlin,DE,Mo-Fr 09:00-20:00; Sa 11:00-19:00,yes,,,wlan,DE-11-97,cano@ub.hu-berlin.de,+49 30 209399600,+49 30 20933232,https://www.ub.hu-berlin.de/standorte/campus-nord,,cano@ub.hu-berlin.de,+49 30 209399600,https://www.ub.hu-berlin.de/standorte/campus-nord,13.381443035024047,52.528695299414146,"POLYGON ((13.3812356 52.5285786, 13.3813721 52.5284086, 13.3809856 52.5282938, 13.3809218 52.5283733, 13.3808538 52.528458, 13.3811266 52.528539, 13.3809784 52.5287236, 13.3809096 52.5287032, 13.3808803 52.5287397, 13.3808521 52.5287313, 13.3808238 52.5287228, 13.3808327 52.5287111, 13.3808074 52.5287038, 13.380841 52.5286608, 13.3807918 52.5286466, 13.3807758 52.528667, 13.3806416 52.5286282, 13.3805982 52.5286838, 13.3805859 52.5286802, 13.3805513 52.5287244, 13.380564 52.5287281, 13.3805176 52.5287874, 13.3805558 52.5287984, 13.3805459 52.5288111, 13.3806115 52.5288301, 13.3806209 52.5288181, 13.3807067 52.528843, 13.3807467 52.5287919, 13.3807286 52.5287866, 13.3807698 52.528734, 13.3808061 52.5287449, 13.3808355 52.5287536, 13.3810627 52.5288211, 13.3811625 52.5286968, 13.3814628 52.528786, 13.3814389 52.5288159, 13.3816537 52.5288797, 13.3816785 52.5288487, 13.3819822 52.5289389, 13.3818846 52.5290605, 13.3820831 52.5291194, 13.3821312 52.5290595, 13.3820543 52.5290366, 13.3822459 52.5287979, 13.382321 52.5288202, 13.3823687 52.5287608, 13.3821716 52.5287023, 13.3820721 52.5288262, 13.3817176 52.5287209, 13.3817646 52.5286623, 13.3817751 52.5286655, 13.3817832 52.5286553, 13.3818545 52.5285665, 13.3818693 52.5285481, 13.3817309 52.528507, 13.3816848 52.5285644, 13.3816702 52.5285826, 13.3815941 52.5285599, 13.3815423 52.5286245, 13.3816 52.5286417, 13.3815854 52.5286599, 13.3816041 52.5286655, 13.3815895 52.5286837, 13.3812356 52.5285786))",Mitte,Mitte,0101,11001001
Jacob-und-Wilhelm-Grimm-Zentrum,library,43174774,university,Universitätsbibliothek der Humboldt-Universität zu Berlin,Geschwister-Scholl-Straße,1/3,10117,Berlin,DE,"Mo-Fr 09:00-24:00, Sa,Su 10:00-22:00",yes,yes,,wlan,DE-11,ub.kontakt@ub.hu-berlin.de,,,https://www.grimm-zentrum.hu-berlin.de/,,ub.kontakt@ub.hu-berlin.de,,https://www.grimm-zentrum.hu-berlin.de/,13.391026099031452,52.52056762849035,"POLYGON ((13.390285 52.5207258, 13.3903099 52.5205813, 13.3903493 52.5203528, 13.3903551 52.5203192, 13.3911108 52.5203675, 13.3917672 52.5204094, 13.3917534 52.5204891, 13.3917371 52.5205838, 13.391697 52.5208161, 13.3906058 52.5207463, 13.390285 52.5207258))",Mitte,Mitte,0101,11001001
Bibliothek,library,46767153,,,Schwarzer Weg,,13505,Berlin,Germany,,,,,,,,,,,,,,,13.245153776616199,52.571898102848536,"POLYGON ((13.2452326 52.5720552, 13.2453762 52.5719931, 13.2452751 52.5719067, 13.2453886 52.5718576, 13.2452966 52.571779, 13.2451675 52.5718348, 13.2450522 52.5717363, 13.2449482 52.5717813, 13.2450489 52.5718674, 13.2448885 52.5719367, 13.2449671 52.5720038, 13.2451035 52.5719448, 13.2452326 52.5720552))",Reinickendorf,Tegel,1202,11012012
"Mittelpunktbibliothek ""Ehm Welk""",library,48233792,,,Alte Hellersdorfer Straße,125,12629,Berlin,DE,"Mo,Tu,Th 13:00-19:00; We,Fr 11:00-15:00",,,,,,,+49 30 9989526,,http://www.stb-mh.de/Bibliothek-Ehm-Welk.html,,,+49 30 9989526,http://www.stb-mh.de/Bibliothek-Ehm-Welk.html,13.591502238939889,52.5463395925377,"POLYGON ((13.5913011 52.5464739, 13.5913304 52.5465526, 13.5916981 52.5465031, 13.5915317 52.5460443, 13.5914333 52.5460586, 13.5914355 52.5460632, 13.5914021 52.546067, 13.5913829 52.5460699, 13.5914823 52.5463343, 13.5913283 52.5463565, 13.5913678 52.5464641, 13.5913011 52.5464739))",Marzahn-Hellersdorf,Hellersdorf,1005,11010010
Stadtbibliothek Neukölln - Margarete-Kubicka-Bibliothek,library,48957837,,,Gutschmidtstraße,33,12359,Berlin,DE,"Mo-Tu,Fr 13:00-19:00; We off; Th 08:30-16:00",limited,,,,,,,+49 30 902391223,,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/margarete-kubicka-bibliothek/,britz-sued@stadtbibliothek-neukoelln.de,+49 30 902391223,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/margarete-kubicka-bibliothek/,13.4460219,52.43668695,"POLYGON ((13.4458146 52.4367336, 13.4458188 52.4366337, 13.4462292 52.4366403, 13.446225 52.4367402, 13.4458146 52.4367336))",Neukölln,Britz,0802,11008008
Bezirkszentralbibliothek Eva-Maria-Buch-Haus,library,48992634,,Stadt Berlin,Götzstraße,8-12,12099,Berlin,DE,Mo-Sa 10:00-19:00; Su 10:00-17:00,yes,,,wlan,DE-B713,,,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/bezirkszentralbibliothek/,,,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/bezirkszentralbibliothek/,13.38789798395162,52.46375525025315,"POLYGON ((13.3882832 52.4636654, 13.3882154 52.4636126, 13.3882282 52.463589, 13.3881923 52.4635614, 13.3881031 52.4634927, 13.388032 52.4634983, 13.3879765 52.4635027, 13.3879632 52.4635303, 13.3879207 52.4635332, 13.3878579 52.4635075, 13.3877418 52.4635162, 13.3877172 52.4635103, 13.3877052 52.4635364, 13.3877737 52.4635913, 13.3876932 52.4637183, 13.3874793 52.4637371, 13.3874787 52.4637603, 13.3875005 52.4637973, 13.3876888 52.4638449, 13.3877132 52.4638788, 13.3877374 52.4638775, 13.3877625 52.4638865, 13.387773 52.4638874, 13.3876737 52.4640282, 13.3877023 52.4640515, 13.3877211 52.4640567, 13.3878264 52.4640826, 13.3879683 52.4640726, 13.3880141 52.4640068, 13.3879348 52.4639857, 13.3879588 52.4639473, 13.3879222 52.463937, 13.3879299 52.4639251, 13.3879522 52.4639229, 13.3879758 52.4639207, 13.3881042 52.4637433, 13.3882296 52.4637297, 13.3882427 52.4637293, 13.3882832 52.4636654))",Tempelhof-Schöneberg,Tempelhof,0703,11007007
Manfred-Bofinger-Bibliothek im Gerard Philipe,library,61907910,,,Karl-Kunger-Straße,30,12435,Berlin,Germany,"Mo,Th 13:00-19:00; Tu,Fr 11:00-17:00; We,Sa-Su off",yes,,,,,,+49 30 53218166,,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/alt-treptow/,,,+49 30 53218166,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/alt-treptow/,13.450760865270206,52.48878687675308,"POLYGON ((13.4506134 52.4888623, 13.4506173 52.4888341, 13.4506359 52.4887023, 13.4506369 52.4886969, 13.4509083 52.4887113, 13.450885 52.488877, 13.4506134 52.4888623))",Treptow-Köpenick,Alt-Treptow,0901,11009009
Berliner Blindenhörbücherei,library,77676093,,Berliner Blindenhörbücherei gemeinnützige GmbH,Auerbachstraße,5,14193,Berlin,DE,"Mo-Th 09:30-12:30,13:00-15:00; Fr 09:30-12:30",,,,,,,,+49 30 826 31 11,,https://bhb.absv.de/,info@berliner-hoerbuecherei.de,+49 30 826 31 11,https://bhb.absv.de/,13.262306827057241,52.48702543708739,"POLYGON ((13.2622764 52.4870598, 13.2622758 52.4870609, 13.2621868 52.487053, 13.2621968 52.4870107, 13.2621949 52.4870106, 13.2621972 52.4870006, 13.2622066 52.4870013, 13.2622173 52.4869558, 13.2622282 52.4869568, 13.2622278 52.4869578, 13.2622756 52.4869619, 13.262276 52.4869609, 13.2622867 52.4869618, 13.262281 52.4869864, 13.2624268 52.4869989, 13.2624095 52.4870724, 13.2624039 52.487072, 13.2623991 52.4870921, 13.2623462 52.4870875, 13.2623487 52.4870763, 13.262305 52.4870725, 13.2623075 52.4870625, 13.2622764 52.4870598))",Charlottenburg-Wilmersdorf,Grunewald,0404,11004004
Haus 6 (Bibliothek),library,79995213,university,Freie Universität Berlin,Oertzenweg,19 B,14163,Berlin,DE,Mo-Fr 08:00-18:00,yes,yes,,,DE-188-846,service.library@vetmed.fu-berlin.de,+49 30 838 62636,,https://www.vetmed.fu-berlin.de/bibliothek,,service.library@vetmed.fu-berlin.de,+49 30 838 62636,https://www.vetmed.fu-berlin.de/bibliothek,13.237617028252306,52.428976319204516,"POLYGON ((13.2373523 52.4288043, 13.237237 52.4290207, 13.2378818 52.4291483, 13.2379971 52.428932, 13.2373523 52.4288043))",Steglitz-Zehlendorf,Zehlendorf,0604,11006006
