element,id,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,check_date,check_date:opening_hours,description,name,opening_hours,phone,ref:isil,toilets:wheelchair,website,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,contact:phone,internet_access,internet_access:fee,internet_access:operator,contact:email,contact:website,garden:type,note,operator,wheelchair:description:de,email,short_name,name:en,operator:type,operator:wikidata,ref,air_conditioning,access,changing_table,kids_area:indoor,level,source,toilets,toilets:access,alt_name,contact:fax,outdoor_seating,fax,room:group_study,room:study_cabin,service:copy,service:scanner,addr:housename,addr:place,layer,name:etymology:wikidata,name:de,operator:wikipedia,official_name,addr:floor,internet_access:ssid,fixme,old_name,books:language:de,books:language:en,books:language:es,books:language:fr,books:language:ru,dog,indoor,language:de,language:en,language:others,name:it,smoking,wheelchair:description:en,wheelchair:description:eo,facebook,fee:icom_member,loc_name,min_age,name:fr,image,logo,ref:vatin,entrance,books,survey:date,ref:bik,ref:dbs,start_date,contact:facebook,contact:instagram,description:de,building,roof:shape,brand,building:colour,building:levels,building:material,heritage,heritage:operator,lda:criteria,network,network:short,network:wikidata,network:wikipedia,ref:lda,roof:levels,roof:colour,construction,postal_code,contact:twitter,short_name:en,name:ja,heritage:website,architect,name:ru,polling_station,building:part,blind:description:de,alt_name_1,baby_feeding,building:levels:underground,payment:cash,payment:credit_cards,payment:debit_cards,payment:girocard,payment:mastercard,payment:visa,room,contact:mastodon,mapillary,research_institution,type,architect:wikidata,branch,building:architecture,fee,name:es,name:he,name:ko,name:no,name:pl,name:tr,name:zh,wheelchair:url,year_of_construction,roof:material
node,5798364681,POINT (13.2390484 52.5429259),Berlin,DE,104,13599,Gartenfelder Straße,Haselhorst,library,2024-05-27,,,Stadtteilbibliothek Haselhorst,"Mo,Th 13:00-19:00; Tu,We,Fr 13:00-17:00",,,,,yes,,Q125306883,,,,wlan,no,,,https://www.berlin.de/stadtbibliothek-spandau/bibliotheken/haselhorst/stadtteilbibliothek-haselhorst-182097.php,,,Bezirksamt Spandau von Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5838369566,POINT (13.347826 52.4602755),,,,,,,library,,,,Patientenbibliothek,"Mo,Tu,Fr 13:00-17:00; Th 15:00-18:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5977960159,POINT (13.4273818 52.4769397),Berlin,DE,79,12053,Briesestraße,,library,,2022-12-21,,Bücherstube,Mo-Fr 08:00-14:00,,,,,,,,,,+49 30 68975904,,,,,,,,Berliner Gesellschaft für Integration mbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6046124564,POINT (13.3927337 52.520016),Berlin,DE,24,10117,Dorotheenstraße,Mitte,library,2025-06-25,,,Zweigbibliothek Germanistik,Mo-Fr 09:30-19:00,+49 30 2093-9782,DE-11-105,,,yes,,,,,,wlan,students,,,https://www.ub.hu-berlin.de/de/standorte/zwbgermanistik,,Zur Nutzung der Garderobenschränke bitte ein Vorhängeschloss mitbringen. Nutzung der Garderobenschränke ist nicht (mehr) verpflichtend.,Universitätsbibliothek der Humboldt-Universität zu Berlin,,germ@ub.hu-berlin.de,,Branch Library of German Studies,university,Q1407819,,yes,yes,,,0;-1,,,,,,,,,,yes,,,,,,Zweigbibliothek Germanistik,,,,Eduroam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6275993185,POINT (13.3251316 52.5140827),Berlin,DE,136,10623,Straße des 17. Juni,Charlottenburg,library,,,,Mathematische Fachbibliothek,Mo-Fr 08:00-21:00; Sa 10:00-18:00,+49 30 314 22749,,,https://www.math.tu-berlin.de/mfb/mfb/,,,,,,,wlan,,,,,,,,,library@math.tu-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6508696687,POINT (13.2890223 52.5242453),,,8-10,14059,Heubnerweg,,library,,,,ESCP Bibliothek am Campus Berlin,Mo-Th 09:00-21:00; Fr 09:00-17:00,,,,,,,,,,,,,,,,,,,,,,ESCP Library on Berlin Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6720863485,POINT (13.2813366 52.4478314),Berlin,DE,8,14195,Van't-Hoff-Straße,Dahlem,library,,,,Bibliothek Rechtswissenschaft,Mo-Fr 09:00-22:00; Sa 09:00-20:00; Su 12:00-20:00,,DE-188-808,yes,,yes,,,,,+49 30 83852161,,,,,https://www.jura.fu-berlin.de/bibliothek/,,,Universitätsbibliothek der Freien Universität Berlin,,,,,university,Q2496344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6880841994,POINT (13.4107782 52.5321836),Berlin,DE,18-19,10119,Christinenstraße,Prenzlauer Berg,library,,,,ICI Berlin,,+49 30 473 7291-10,,,https://www.ici-berlin.org/library/,yes,,Q28739236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6976235391,POINT (13.4103123 52.5128877),Berlin,,16;18,10179,Märkisches Ufer,,library,,,Abteilung der Staatsbibliothek zu Berlin,"Bildagentur für Kunst, Kultur und Geschichte",Mo-Fr 09:00-17:00,,DE-1b,,,,,Q860581,Category:Prussian Heritage Image Archive,"de:Bildagentur für Kunst, Kultur und Geschichte",+49 30 27 87 92-0,,,,kontakt@bpk-images.de,https://www.bpk-bildagentur.de/,,,Stiftung Preußischer Kulturbesitz,,,bpk,,,,,,,,,,,,,,+49 30 27 87 92-39,,,,,,,,,,,,,,,,,Bildarchiv Preußischer Kulturbesitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7232178641,POINT (13.3920937 52.5246239),Berlin,,10,10117,Johannisstraße,,library,,,,Teilbibliothek Japanologie,Mo-Th 10:00-15:30; Fr 10:00-14:00; Mar 6-31 off,+49 30 2093-66 130,,,,,,,,,,wlan,no,,,,,,Universitätsbibliothek der Humboldt-Universität zu Berlin,,asa@ub.hu-berlin.de,,,university,Q1407819,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7798570856,POINT (13.3283687 52.5043465),,,,,,,library,,,,Bibliothek der Jüdischen Gemeinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8097837782,POINT (13.3980521 52.3859756),,,,,,,library,2025-01-25,,,Katholische öffentliche Bücherei,"""Jeden 1. und 3. Sonntag im Monat von 9:30-12:30 Uhr geöffnet.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8151138614,POINT (13.5928919 52.5293637),Berlin,DE,5,12619,Neue Grottkauer Straße,Hellersdorf,library,,,,Stadtteilbibliothek Kaulsdorf,"Mo,Tu,Th 12:00-19:00; We,Fr 09:00-13:00; Sa,Su,PH off",,,,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-kaulsdorf-nord/,yes,Fahrstuhl vorhanden,Q125306885,,,,,,,,,,,,,,,,,,,,,,,1,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8435515108,POINT (13.1654101 52.5224043),Berlin,DE,22F,13593,Obstallee,Staaken,library,,,,Stadtteilbibliothek Heerstraße,,,,,,,,Q125306884,,,,,,,,https://www.berlin.de/stadtbibliothek-spandau/bibliotheken/heerstrasse/stadtteilbibliothek-heerstrasse-182099.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9067856748,POINT (13.5496155 52.4385838),Berlin,,52,12489,Dörpfeldstraße,,library,2024-04-01,,,Stefan-Heym-Kinderbibliothek,"Mo,We-Su off; Tu 11:00-18:00",,,,,yes,,,,,+49 30 902975731,,,,,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/adlershof/,,,,,stadtbibliothek-adlershof@ba-tk.berlin.de,,,,,,,,,,0,,,,,,,,,,,,,,,,,,"Stadtteilbibliothek Adlershof ,,Stefan-Heym"" - Kinderbibliothek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9077951933,POINT (13.4620726 52.425675),Berlin,DE,1,12353,Bat-Yam-Platz,Gropiusstadt,library,,,,Gertrud-Junge-Bibliothek,"Mo, Fr 11:00-15:00; Tu-Th 13:00-19:00",,,,,,,Q125306843,,,+49 30 902391494,,,,gemeinschaftshaus@stadtbibliothek-neukoelln.de,https://www.gropiusstadt-berlin.de/einrichtungen-projekte/stadtteilbibliothek-im-gemeinschaftshaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadtteilbibliothek im Gemeinschaftshaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9347421347,POINT (13.4943156 52.4189356),Berlin,DE,45,12357,Alt-Rudow,Rudow,library,,2024-04-06,,Gertrud-Haß-Bibliothek,"Mo,We,Fr 11:00-15:00; Tu,Th 13:00-18:00",,,,,yes,,Q125306841,,,+49 30 902391940,yes,no,,rudow@stadtbibliothek-neukoelln.de,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/gertrud-hass-bibliothek/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9780942686,POINT (13.4230798 52.5037159),Berlin,DE,2B,10997,Mariannenplatz,Kreuzberg,library,,,,Kollektivbibliothek,,,,,,,,,,,,,,,,https://kollektivbibliothek.noblogs.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10197004045,POINT (13.3240024 52.5133684),,,152,10623,Straße des 17. Juni,,library,,,,Bereichsbibliothek Architektur und Kunstwissenschaft,Mo-Fr 10:00-20:00,+493031422414,,,,yes,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11309948213,POINT (13.3240187 52.5109671),,,,,,,library,,,,Bereichsbibliothek Physik,,,DE-83-1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11446515471,POINT (13.3212359 52.5104545),,,125,10625,Schillerstraße,,library,,,,BIbliothek des Schiller-Gymnasiums,Mo-Fr 09:30-13:00,,,,https://sgym.de/schulorganisation/schulbibliothek/,,,,,,,,,,,,,,,,,,School library of the Schiller-Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDI du lycée Schiller-Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11585204402,POINT (13.1967881 52.5698457),,,,,,,library,,,,WiKo Bibliothek,24/7,,,,,,,,,,,,,,,,,,Evangelisches Johannesstift Berlin,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11778098531,POINT (13.5497223 52.4388718),,,54,,Dörpfeldstraße,,library,2024-04-01,,,Stefan-Heym-Erwachsenenbibliothek,"Mo-We,Fr-Su off; Th 11:00-18:00",,,,,,,,,,+49 30 902975731,,,,stadtbibliothek-adlershof@ba-tk.berlin.de,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/adlershof/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stadtteilbibliothek Adlershof ,,Stefan-Heym"" - Erwachsenenbibliothek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11805773403,POINT (13.526379 52.5079479),Berlin,,60,10315,Alt-Friedrichsfelde,Friedrichsfelde,library,,,,HWR Bibliothek Campus Lichtenberg,Mo 10:00-18:00; Tu-Th 10:00-19:00; Fr 10:00-17:00,,,,,yes,"Behinderten-WC außerhalb der Bibliothek vorhanden, PC-Arbeitsplätze rollstuhlgerecht, Bücherregale auf der 1. Etage zu schmal, obere Regalreihe für rollstuhlfahrer zu hoch, keine automatische Türöffner.",Q28738909,,,+49 30 30877-2598,,,,,http://www.hwr-berlin.de/service/bibliothek/campus-lichtenberg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11929111653,POINT (13.3996858 52.5114995),,,,,,,library,,,,,,,,,,,,Q2560329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12160416171,POINT (13.2777683 52.4481214),Berlin,DE,39,14195,Garystraße,Dahlem,library,,,,Zentralbibliothek der Freien Universität Berlin,Mo-Fr 09:00-20:00,,DE-188,,,limited,"Vorraum über Ihnesstraße, Hillfe ev. durch Angestellte",,,,,wlan,,,,http://www.ub.fu-berlin.de,,,Universitätsbibliothek der Freien Universität Berlin,,,UB,,university,Q2496344,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,Zentralbibliothek der Freien Universität Berlin,de:Universitätsbibliothek der Freien Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12942410449,POINT (13.3766422 52.526706),,,,,,,library,,,,Patentenbibilothek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13233046383,POINT (13.3278048 52.5073595),Berlin,,4,10623,Fasanenstraße,,library,,,,Bibliothek des Konservatismus,,,,,https://www.bdk-berlin.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13256958201,POINT (13.2951852 52.456514),,,14,,Arnimallee,,library,,,,BoB: Studierenden Zentrum,Mo-Th 08:00-21:00; Fr 08:00-18:00,,,,https://www.physik.fu-berlin.de/fachbereich/raeume/bob/index.html,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13301410694,POINT (13.2924086 52.4653361),Berlin,,94,14195,Bernadottestraße,,library,,,,Bibliothek des Deutschen Zentralinstituts für Soziale Fragen,Mo-Th 10:00-16:00,,DE-B249,,,,,Q28737649,,,,,,,,,,,Deutsches Zentralinstituts für Soziale Fragen,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13308471228,POINT (13.4211366 52.5353953),Berlin,,216,10405,Prenzlauer Allee,,library,,,,Totschka,Mo 15:00-18:00; Th 09:00-13:00; Fr 15:00-18:00; Sa 14:00-17:00; Su 11:00-17:00,,,,https://www.totschka-berlin.de/,,,,,,+491742099477,,,,info@totschka-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13366816284,POINT (13.2483155 52.6099589),,,,,,,library,,,,Ilse-Hinze-Bücherei,"We-Mo 11:00-12:30, Di 16:30-18:00, Mi 09:30-11:00(childs), Th 15:30-17:00",,,,,,,,,,+49 30 4306-651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,180594,"POLYGON ((13.3923536 52.5175043, 13.3923545 52.5174985, 13.3922237 52.5174907, 13.3922225 52.5174982, 13.3918369 52.5174752, 13.3918381 52.5174675, 13.3916425 52.5174558, 13.3914441 52.517444, 13.3914429 52.517451, 13.3910587 52.517428, 13.3910605 52.5174168, 13.3909287 52.5174089, 13.3909272 52.5174182, 13.3909053 52.5174169, 13.3909036 52.5174276, 13.3908902 52.5174268, 13.3908767 52.5175105, 13.3908911 52.5175114, 13.3908603 52.5177026, 13.3908071 52.5176994, 13.3907905 52.5178019, 13.3908129 52.5178032, 13.3907933 52.517925, 13.3907611 52.5181244, 13.390737 52.5181229, 13.3907229 52.5182106, 13.3907385 52.5182116, 13.3907057 52.5184151, 13.3906899 52.5184142, 13.3906772 52.5184931, 13.3906904 52.5184938, 13.3906885 52.5185058, 13.390703 52.5185066, 13.390665 52.5187422, 13.3906507 52.518831, 13.3906311 52.5188298, 13.3906159 52.5189238, 13.3906396 52.5189252, 13.3906383 52.5189332, 13.3907767 52.5189414, 13.3907778 52.5189344, 13.3912413 52.518962, 13.391239 52.5189768, 13.3913421 52.5189829, 13.3913433 52.518975, 13.391395 52.5189781, 13.3914439 52.518981, 13.3914423 52.5189907, 13.3915411 52.5189966, 13.3915431 52.5189846, 13.3920085 52.5190124, 13.392007 52.5190219, 13.3921439 52.5190301, 13.3921448 52.5190243, 13.3921586 52.5190251, 13.3921597 52.519018, 13.3921695 52.5190186, 13.3921845 52.5189256, 13.3921655 52.5189245, 13.3921881 52.5187847, 13.3922169 52.5186056, 13.3922392 52.5186069, 13.3922405 52.5185989, 13.3922525 52.5185996, 13.3922664 52.5185133, 13.3922561 52.5185127, 13.392277 52.5183835, 13.3922886 52.5183114, 13.3923005 52.5183122, 13.3923138 52.5182292, 13.3922957 52.5182281, 13.3922972 52.5182185, 13.3922859 52.5182178, 13.3923165 52.5180277, 13.3923339 52.5179199, 13.3923375 52.5178979, 13.3923625 52.5178994, 13.3923789 52.517798, 13.3923279 52.517795, 13.392359 52.5176021, 13.3923712 52.5176029, 13.3923847 52.517519, 13.3923717 52.5175182, 13.3923738 52.5175056, 13.3923536 52.5175043), (13.3918067 52.5176233, 13.3918078 52.5176169, 13.3920386 52.5176317, 13.3919998 52.5178554, 13.391703 52.5178363, 13.3917056 52.5178215, 13.3916595 52.5178185, 13.3915815 52.5178135, 13.3915143 52.5178092, 13.3914561 52.5178055, 13.3914534 52.5178208, 13.3911568 52.5178018, 13.3911957 52.5175776, 13.3914252 52.5175924, 13.3914241 52.5175987, 13.3914482 52.5176002, 13.3914473 52.5176057, 13.3914758 52.5176076, 13.3914768 52.5176021, 13.3915508 52.5176068, 13.3915499 52.5176121, 13.3915788 52.517614, 13.3915797 52.5176087, 13.3916163 52.517611, 13.3916512 52.5176133, 13.3916503 52.5176184, 13.3916788 52.5176202, 13.3916797 52.5176151, 13.3917552 52.51762, 13.3917542 52.5176253, 13.3917811 52.517627, 13.391782 52.5176217, 13.3918067 52.5176233), (13.3922198 52.5178416, 13.3922075 52.5179219, 13.3920793 52.5179146, 13.3920916 52.5178344, 13.3922198 52.5178416), (13.3913478 52.5181146, 13.390957 52.518091, 13.3909821 52.5179378, 13.3913382 52.5179594, 13.391326 52.5180343, 13.3913606 52.5180364, 13.3913478 52.5181146), (13.3917686 52.5179872, 13.3921309 52.5180098, 13.3921052 52.5181629, 13.3917288 52.5181395, 13.3917421 52.5180601, 13.3917562 52.518061, 13.3917686 52.5179872), (13.39091 52.5184258, 13.3909408 52.5182273, 13.3911875 52.5182415, 13.3911567 52.51844, 13.39091 52.5184258), (13.3920477 52.5184964, 13.3917884 52.5184807, 13.3918203 52.5182847, 13.3920796 52.5183003, 13.3920477 52.5184964), (13.3908854 52.5185617, 13.3911366 52.5185759, 13.3910945 52.5188512, 13.3908433 52.518837, 13.3908854 52.5185617), (13.3919765 52.5189093, 13.3917198 52.5188934, 13.3917661 52.5186168, 13.3920228 52.5186326, 13.3919765 52.5189093))",Berlin,DE,8,10117,Unter den Linden,Mitte,library,,,,Staatsbibliothek zu Berlin,Mo-Sa 08:00-22:00; Su 10:00-18:00,,DE-1,yes,,yes,,Q2324837,Category:Staatsbibliothek zu Berlin (Unter den Linden),de:Staatsbibliothek Unter den Linden,+49 30 266433888,wlan,customers,,,https://staatsbibliothek-berlin.de/,,,Preußischer Kulturbesitz,,,SBB;Stabi,Berlin State Library,public,Q685171,,,,yes,,,,yes,,,,,,,,,,Haus Unter den Linden,,,,Staatsbibliothek zu Berlin,de:Stiftung Preußischer Kulturbesitz,,,,,,,,,,,,,,,,,,,,,,,,Bibliothèque d'État de Berlin,,,,,,,,,1661,,,,library,many,,,4,,4,lda,Baudenkmal,,,,,09095953,1,,,,,,ベルリン州立図書館,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09095953,Ernst von Ihne,Берлинская государственная библиотека,,,,,,,,,,,,,,,,,multipolygon,Q315281,Unter den Linden,neobarocco,no,Biblioteca Estatal de Berlín,ספריית המדינה בברלין,베를린 주립도서관,Statsbiblioteket i Berlin,Biblioteka Państwowa w Berlinie,Berlin Eyalet Kütüphanesi,柏林国立图书馆,https://staatsbibliothek-berlin.de/vor-ort/menschen-mit-behinderung,1903..1914,
relation,2728323,"POLYGON ((13.3397525 52.5418231, 13.3398002 52.5418265, 13.3397977 52.5418394, 13.340208 52.5418687, 13.340217 52.5418219, 13.3403389 52.5418306, 13.3403515 52.5417655, 13.3403397 52.5417647, 13.3403496 52.5417135, 13.3403575 52.5416729, 13.3403707 52.5416738, 13.3403837 52.5416068, 13.3402664 52.5415984, 13.3402754 52.5415521, 13.3398626 52.5415226, 13.3398543 52.5415654, 13.3395214 52.5415416, 13.339477 52.5415946, 13.3394422 52.5416501, 13.3394529 52.5417121, 13.3394775 52.5417686, 13.3397591 52.5417888, 13.3397525 52.5418231), (13.3398357 52.5417251, 13.3398526 52.5416335, 13.3399446 52.5416407, 13.3399264 52.5417324, 13.3398357 52.5417251))",Berlin,DE,1,13353,Weststraße,Wedding,library,,,,Charité Medizinische Bibliothek Campus Virchow-Klinikum,Mo-Fr 09:00-20:00; Sa 09:00-18:00,,DE-578-3,,https://bibliothek.charite.de/,,,Q28738830,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forum 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,
